store_id,store_name,company,city,state,lat,lng
43547,Blinkit-43547,Blinkit,Guduvancheri,Tamil Nadu,12.816187392382322,80.07753377929156
45779,Blinkit-45779,Blinkit,Vengavasal,Tamil Nadu,12.790972889328062,80.22108342552964
44856,Blinkit-44856,Blinkit,Guduvancheri,Tamil Nadu,12.819154219187928,80.04281999189024
41513,Blinkit-41513,Blinkit,Hosur,Tamil Nadu,12.818617324110672,77.78581058395632
45076,Blinkit-45076,Blinkit,Bengaluru,Karnataka,12.84205557096658,77.58974299489059
37516,Blinkit-37516,Blinkit,Anekal,Karnataka,12.820301962630255,77.66351737897496
37086,Blinkit-37086,Blinkit,Vengavasal,Tamil Nadu,12.827297690711465,80.16478076210669
31033,Blinkit-31033,Blinkit,Anekal,Karnataka,12.83592459719727,77.69935997458091
41539,Blinkit-41539,Blinkit,Bengaluru,Karnataka,12.842176842975206,77.64092280649328
38106,Blinkit-38106,Blinkit,Guduvancheri,Tamil Nadu,12.829493780812074,80.0466570069874
35562,Blinkit-35562,Blinkit,Injambakkam,Tamil Nadu,12.842976339920948,80.22731451523035
30720,Blinkit-30720,Blinkit,Anekal,Karnataka,12.83643214301114,77.66496753792303
45018,Blinkit-45018,Blinkit,Vengavasal,Tamil Nadu,12.845492888250089,80.14821090646807
38260,Blinkit-38260,Blinkit,Guduvancheri,Tamil Nadu,12.860372832554797,80.07341536590033
41773,Blinkit-41773,Blinkit,Mangalore,Karnataka,12.86791027488322,74.8467298041079
31025,Blinkit-31025,Blinkit,Bengaluru,Karnataka,12.851351,77.65187005645909
34288,Blinkit-34288,Blinkit,Hosur,Tamil Nadu,12.859960220984547,77.77732353317114
44077,Blinkit-44077,Blinkit,Anekal,Karnataka,12.851351,77.6743598108752
35552,Blinkit-35552,Blinkit,Vengavasal,Tamil Nadu,12.881442139417894,80.19758729527969
34348,Blinkit-34348,Blinkit,Bengaluru,Karnataka,12.864865,77.60061947823364
40532,Blinkit-40532,Blinkit,Hosur,Tamil Nadu,12.883054694214875,77.7541624606185
41471,Blinkit-41471,Blinkit,Vandalur,Tamil Nadu,12.889709103844773,80.1157502482157
37340,Blinkit-37340,Blinkit,Mangalore,Karnataka,12.885654320517428,74.84529680419627
40150,Blinkit-40150,Blinkit,Bengaluru,Karnataka,12.88624344511319,77.4512653195247
31462,Blinkit-31462,Blinkit,Bengaluru,Karnataka,12.871429563061444,77.6168505810143
30614,Blinkit-30614,Blinkit,Bengaluru,Karnataka,12.89301488896874,77.64978572610522
40528,Blinkit-40528,Blinkit,Bengaluru,Karnataka,12.889570957240387,77.54083187255476
30792,Blinkit-30792,Blinkit,Bengaluru,Karnataka,12.874883569529285,77.64802852306819
31250,Blinkit-31250,Blinkit,Bengaluru,Karnataka,12.884288887531442,77.67232743414621
42458,Blinkit-42458,Blinkit,Bengaluru,Karnataka,12.873711273445922,77.5703183741694
30248,Blinkit-30248,Blinkit,Bengaluru,Karnataka,12.894479136183971,77.56540544053333
41161,Blinkit-41161,Blinkit,Bengaluru,Karnataka,12.88916113402803,77.60140234110237
30638,Blinkit-30638,Blinkit,Bengaluru,Karnataka,12.889444102048149,77.62061268488566
30788,Blinkit-30788,Blinkit,Bengaluru,Karnataka,12.884754917714698,77.59598748516463
37330,Blinkit-37330,Blinkit,Bengaluru,Karnataka,12.89230073158462,77.57423465049968
38212,Blinkit-38212,Blinkit,Bengaluru,Karnataka,12.893589808120732,77.6627516350109
34744,Blinkit-34744,Blinkit,Bengaluru,Karnataka,12.895588550485089,77.6327087281061
39451,Blinkit-39451,Blinkit,Vellore,Tamil Nadu,12.929456190082648,79.135142
30644,Blinkit-30644,Blinkit,Injambakkam,Tamil Nadu,12.892983448077617,80.2312331876986
46663,Blinkit-46663,Blinkit,Mangalore,Karnataka,12.927531712540423,74.858144053612
34544,Blinkit-34544,Blinkit,Bengaluru,Karnataka,12.91698763097377,77.49931445721091
34612,Blinkit-34612,Blinkit,Bengaluru,Karnataka,12.91557279087316,77.51883764536895
33992,Blinkit-33992,Blinkit,Bengaluru,Karnataka,12.905926020481497,77.60897762850372
39459,Blinkit-39459,Blinkit,Bengaluru,Karnataka,12.910448111749911,77.56689972511006
33415,Blinkit-33415,Blinkit,Bengaluru,Karnataka,12.907260012576357,77.54592782660632
39058,Blinkit-39058,Blinkit,Bengaluru,Karnataka,12.905405,77.58719118339005
40589,Blinkit-40589,Blinkit,Bengaluru,Karnataka,12.908670361121091,77.65066594566325
34994,Blinkit-34994,Blinkit,Bengaluru,Karnataka,12.912702686669062,77.62505502088707
45342,Blinkit-45342,Blinkit,Bengaluru,Karnataka,12.900670900107796,77.6628161359692
31304,Blinkit-31304,Blinkit,Bengaluru,Karnataka,12.908499681997844,77.67630824335264
34262,Blinkit-34262,Blinkit,Bengaluru,Karnataka,12.903379308300394,77.63875430999603
38326,Blinkit-38326,Blinkit,Vengavasal,Tamil Nadu,12.915150584620912,80.15694015294885
39466,Blinkit-39466,Blinkit,Vandalur,Tamil Nadu,12.924681666187569,80.0980790614064
33317,Blinkit-33317,Blinkit,Vengavasal,Tamil Nadu,12.914728378368666,80.1900991980772
34610,Blinkit-34610,Blinkit,Bengaluru,Karnataka,12.932746408911248,77.49135700566981
31532,Blinkit-31532,Blinkit,Bengaluru,Karnataka,12.926078540064678,77.58947667065661
40102,Blinkit-40102,Blinkit,Bengaluru,Karnataka,12.92612345562343,77.60870143744702
38218,Blinkit-38218,Blinkit,Bengaluru,Karnataka,12.929283419331655,77.56259498797164
42474,Blinkit-42474,Blinkit,Bengaluru,Karnataka,12.932432,77.57564
36385,Blinkit-36385,Blinkit,Bengaluru,Karnataka,12.919246883578872,77.61484335450456
36475,Blinkit-36475,Blinkit,Bengaluru,Karnataka,12.91955230937837,77.648514
36527,Blinkit-36527,Blinkit,Bengaluru,Karnataka,12.923821533237511,77.63836757555632
38280,Blinkit-38280,Blinkit,Bengaluru,Karnataka,12.914828284225656,77.66704636752499
36222,Blinkit-36222,Blinkit,Bengaluru,Karnataka,12.923239876751708,77.69517339960302
40777,Blinkit-40777,Blinkit,Bengaluru,Karnataka,12.926262693855552,77.7390210939227
34546,Blinkit-34546,Blinkit,Bengaluru,Karnataka,12.936663045634209,77.54858225923512
38084,Blinkit-38084,Blinkit,Bengaluru,Karnataka,12.938650559108876,77.62622061289399
36535,Blinkit-36535,Blinkit,Bengaluru,Karnataka,12.932432,77.51734
40076,Blinkit-40076,Blinkit,Bengaluru,Karnataka,12.927311626302552,77.63804966348344
30771,Blinkit-30771,Blinkit,Bengaluru,Karnataka,12.931982844412504,77.68330835217687
39826,Blinkit-39826,Blinkit,Chennai,Tamil Nadu,12.935715327344592,80.14130532774328
35326,Blinkit-35326,Blinkit,Madipakkam,Tamil Nadu,12.927486796981675,80.19508355343325
35040,Blinkit-35040,Blinkit,Madipakkam,Tamil Nadu,12.9523991365433,80.1859576322161
40580,Blinkit-40580,Blinkit,Injambakkam,Tamil Nadu,12.931291144807762,80.23487281673314
37170,Blinkit-37170,Blinkit,Bengaluru,Karnataka,12.960932230326986,77.50167367226832
39526,Blinkit-39526,Blinkit,Bengaluru,Karnataka,12.950154587854833,77.54738870745722
42816,Blinkit-42816,Blinkit,Bengaluru,Karnataka,12.94266716421128,77.5719853005078
30377,Blinkit-30377,Blinkit,Bengaluru,Karnataka,12.943552000718649,77.61744679648548
38284,Blinkit-38284,Blinkit,Bengaluru,Karnataka,12.945698964426876,77.59678831174199
44319,Blinkit-44319,Blinkit,Bengaluru,Karnataka,12.957208730506649,77.66164066082654
33720,Blinkit-33720,Blinkit,Bengaluru,Karnataka,12.950383657204457,77.69014746169228
35672,Blinkit-35672,Blinkit,Chennai,Tamil Nadu,12.960195615163494,80.16551089224508
39290,Blinkit-39290,Blinkit,Bengaluru,Karnataka,12.970255608695652,77.52458639489397
37630,Blinkit-37630,Blinkit,Bengaluru,Karnataka,12.960404023356093,77.60184387932668
37690,Blinkit-37690,Blinkit,Bengaluru,Karnataka,12.955865755300035,77.57792601274856
33966,Blinkit-33966,Blinkit,Bengaluru,Karnataka,12.965750578153072,77.60267804731664
35570,Blinkit-35570,Blinkit,Bengaluru,Karnataka,12.956830348185411,77.72943871071409
35558,Blinkit-35558,Blinkit,Bengaluru,Karnataka,12.958156448796265,77.70869345180299
37418,Blinkit-37418,Blinkit,Katpadi,Tamil Nadu,12.968400596119295,79.1488550967243
37022,Blinkit-37022,Blinkit,Perungudi,Tamil Nadu,12.959459,80.242827
36602,Blinkit-36602,Blinkit,Gandhi Nagar,Tamil Nadu,12.982408406934963,80.25934204902995
41473,Blinkit-41473,Blinkit,Bengaluru,Karnataka,12.987469650736616,77.48489985069796
34658,Blinkit-34658,Blinkit,Bengaluru,Karnataka,12.975649967301472,77.55614236873016
42818,Blinkit-42818,Blinkit,Bengaluru,Karnataka,12.980551531800216,77.57425258625086
44079,Blinkit-44079,Blinkit,Bengaluru,Karnataka,12.982591821056412,77.61233922329504
30664,Blinkit-30664,Blinkit,Bengaluru,Karnataka,12.977262435860585,77.63923957054259
35088,Blinkit-35088,Blinkit,Bengaluru,Karnataka,12.979166855551563,77.6419779904519
35494,Blinkit-35494,Blinkit,Bengaluru,Karnataka,12.969359543298598,77.67445418606691
35572,Blinkit-35572,Blinkit,Bengaluru,Karnataka,12.974545198706432,77.69695141631868
38210,Blinkit-38210,Blinkit,Bengaluru,Karnataka,12.963124109593965,77.70843998347907
41913,Blinkit-41913,Blinkit,Bengaluru,Karnataka,12.967156140136543,77.71873466901101
41783,Blinkit-41783,Blinkit,Bengaluru,Karnataka,12.974814537908731,77.67864015644686
36154,Blinkit-36154,Blinkit,Bengaluru,Karnataka,12.980190930291052,77.75040804825147
31669,Blinkit-31669,Blinkit,Perungudi,Tamil Nadu,12.974998691699604,80.22248126700431
34826,Blinkit-34826,Blinkit,Chennai,Tamil Nadu,12.964474976284585,80.13011806120961
42038,Blinkit-42038,Blinkit,Nandambakkam,Tamil Nadu,12.968415162414662,80.097079
41455,Blinkit-41455,Blinkit,Saint Thomas Mount,Tamil Nadu,12.983979711821776,80.18730288972627
30566,Blinkit-30566,Blinkit,Bengaluru,Karnataka,12.985803283507003,77.52057122541216
31277,Blinkit-31277,Blinkit,Bengaluru,Karnataka,13.0,77.55256558755872
45744,Blinkit-45744,Blinkit,Bengaluru,Karnataka,12.997754222062522,77.6738922976825
31434,Blinkit-31434,Blinkit,Bengaluru,Karnataka,12.995035800125764,77.66707203002179
39340,Blinkit-39340,Blinkit,Bengaluru,Karnataka,12.980390958677686,77.6796634701888
34835,Blinkit-34835,Blinkit,Bengaluru,Karnataka,12.98010125332375,77.73395004757805
34754,Blinkit-34754,Blinkit,Bengaluru,Karnataka,12.989749730686308,77.71722090369373
38600,Blinkit-38600,Blinkit,Bengaluru,Karnataka,12.982250462809915,77.76693804644043
43543,Blinkit-43543,Blinkit,Alandur,Tamil Nadu,12.99034873805246,80.2142485814992
40186,Blinkit-40186,Blinkit,Hassan,Karnataka,13.017250974487965,76.11036625730716
41915,Blinkit-41915,Blinkit,Bengaluru,Karnataka,13.01148740998922,77.54393147936621
41651,Blinkit-41651,Blinkit,Bengaluru,Karnataka,13.01643351131872,77.50387701048808
30995,Blinkit-30995,Blinkit,Bengaluru,Karnataka,13.000911785842614,77.61350045750818
40144,Blinkit-40144,Blinkit,Bengaluru,Karnataka,13.00500250161696,77.56515854789895
37674,Blinkit-37674,Blinkit,Bengaluru,Karnataka,12.992274523895077,77.59881162076654
42312,Blinkit-42312,Blinkit,Bengaluru,Karnataka,12.994632590729427,77.61552879293683
42260,Blinkit-42260,Blinkit,Bengaluru,Karnataka,13.012817808839385,77.64276538618016
45094,Blinkit-45094,Blinkit,Bengaluru,Karnataka,12.991341371900829,77.70534549779458
31320,Blinkit-31320,Blinkit,Bengaluru,Karnataka,12.999061264822137,77.71435447287257
34538,Blinkit-34538,Blinkit,Gandhi Nagar,Tamil Nadu,13.006364897412864,80.25720642907208
40861,Blinkit-40861,Blinkit,Alandur,Tamil Nadu,13.013514,80.2243150997956
40972,Blinkit-40972,Blinkit,Chennai,Tamil Nadu,13.013217945382682,80.13074338462688
38208,Blinkit-38208,Blinkit,Bengaluru,Karnataka,13.026362249730504,77.61400233373458
37676,Blinkit-37676,Blinkit,Bengaluru,Karnataka,13.026465555515632,77.59246377995328
33666,Blinkit-33666,Blinkit,Bengaluru,Karnataka,13.022640995688109,77.62899569992521
34780,Blinkit-34780,Blinkit,Bengaluru,Karnataka,13.023312483291411,77.6701093233456
30378,Blinkit-30378,Blinkit,Bengaluru,Karnataka,13.017026396694217,77.65671170707131
45070,Blinkit-45070,Blinkit,Bengaluru,Karnataka,13.030131951491198,77.69309959941809
34766,Blinkit-34766,Blinkit,Bengaluru,Karnataka,13.0261756960115,77.71792586052331
31862,Blinkit-31862,Blinkit,Manappakkam,Tamil Nadu,13.018171743442329,80.16680894534818
31791,Blinkit-31791,Blinkit,Alandur,Tamil Nadu,13.034946767157743,80.21283791587986
38150,Blinkit-38150,Blinkit,Nelamangala,Karnataka,13.050233777578152,77.48743947651609
34742,Blinkit-34742,Blinkit,Bengaluru,Karnataka,13.023310966942148,77.53777830393643
33974,Blinkit-33974,Blinkit,Bengaluru,Karnataka,13.03184616636723,77.57277729702301
43063,Blinkit-43063,Blinkit,Bengaluru,Karnataka,13.03408772583543,77.60915496573409
46785,Blinkit-46785,Blinkit,Poonamalle,Tamil Nadu,13.045885951491195,80.07792581664971
33988,Blinkit-33988,Blinkit,Poonamalle,Tamil Nadu,13.043159577075098,80.13369694677573
37700,Blinkit-37700,Blinkit,Manappakkam,Tamil Nadu,13.02899430147323,80.17914788490043
44858,Blinkit-44858,Blinkit,Gandhi Nagar,Tamil Nadu,13.02393054653252,80.26049225110401
34946,Blinkit-34946,Blinkit,Gandhi Nagar,Tamil Nadu,13.033736292849442,80.23459574849193
39934,Blinkit-39934,Blinkit,Bengaluru,Karnataka,13.042059145885734,77.50682781221711
36010,Blinkit-36010,Blinkit,Bengaluru,Karnataka,13.039255545454544,77.55015043724345
40674,Blinkit-40674,Blinkit,Bengaluru,Karnataka,13.042422961911605,77.57540025443558
39114,Blinkit-39114,Blinkit,Bengaluru,Karnataka,13.03308161731944,77.63769178596895
42488,Blinkit-42488,Blinkit,Bengaluru,Karnataka,13.038326662953647,77.66459526478312
41865,Blinkit-41865,Blinkit,Poonamalle,Tamil Nadu,13.05755831189364,80.11400821232226
36473,Blinkit-36473,Blinkit,Chennai,Tamil Nadu,13.052872720804888,80.17576710346303
33838,Blinkit-33838,Blinkit,Bengaluru,Karnataka,13.062007453826803,77.50541264680406
34540,Blinkit-34540,Blinkit,Bengaluru,Karnataka,13.06301805389867,77.55198603929477
43721,Blinkit-43721,Blinkit,Bengaluru,Karnataka,13.054054,77.57564
44121,Blinkit-44121,Blinkit,Bengaluru,Karnataka,13.069306232123608,77.78982985816997
34734,Blinkit-34734,Blinkit,Bengaluru,Karnataka,13.052711024793387,77.60109121679102
33926,Blinkit-33926,Blinkit,Bengaluru,Karnataka,13.07004393891484,77.65270067810621
31244,Blinkit-31244,Blinkit,Bengaluru,Karnataka,13.029381883578871,77.76224902415201
33509,Blinkit-33509,Blinkit,Bengaluru,Karnataka,13.046944989938916,77.62773313337969
34602,Blinkit-34602,Blinkit,Chennai,Tamil Nadu,13.056268337046353,80.1938227290712
41228,Blinkit-41228,Blinkit,Chennai,Tamil Nadu,13.048983033417176,80.20599558767526
41547,Blinkit-41547,Blinkit,Chennai,Tamil Nadu,13.058833015450952,80.22484001291186
36371,Blinkit-36371,Blinkit,Chennai,Tamil Nadu,13.06120455695293,80.24425635844442
38366,Blinkit-38366,Blinkit,Chennai,Tamil Nadu,13.05763377003234,80.26972593897587
37414,Blinkit-37414,Blinkit,Bengaluru,Karnataka,13.075992067193674,77.52800936962383
35388,Blinkit-35388,Blinkit,Bengaluru,Karnataka,13.067568,77.58062905961508
42172,Blinkit-42172,Blinkit,Bengaluru,Karnataka,13.066894266618757,77.60913943959942
36375,Blinkit-36375,Blinkit,Bengaluru,Karnataka,13.06151338268056,77.63437241968933
34756,Blinkit-34756,Blinkit,Bengaluru,Karnataka,13.064209407833276,77.74137135106825
31861,Blinkit-31861,Blinkit,Chennai,Tamil Nadu,13.07210896298958,80.22092891839819
34792,Blinkit-34792,Blinkit,Chennai,Tamil Nadu,13.074752397772189,80.25476907367691
37424,Blinkit-37424,Blinkit,Nelamangala,Karnataka,13.088639196909808,77.488191
35894,Blinkit-35894,Blinkit,Bengaluru,Karnataka,13.090943365073665,77.60158869810611
30832,Blinkit-30832,Blinkit,Bengaluru,Karnataka,13.08165142759612,77.633939
35264,Blinkit-35264,Blinkit,Bengaluru,Karnataka,13.08007489148401,77.64403650794321
31757,Blinkit-31757,Blinkit,Chennai,Tamil Nadu,13.08567586166008,80.18827698122949
36220,Blinkit-36220,Blinkit,Chennai,Tamil Nadu,13.093656264822137,80.10617096663483
35084,Blinkit-35084,Blinkit,Chennai,Tamil Nadu,13.089156817463168,80.21811293290445
38830,Blinkit-38830,Blinkit,Chennai,Tamil Nadu,13.088288855551564,80.25101511925084
41971,Blinkit-41971,Blinkit,George Town,Tamil Nadu,13.09007200323392,80.28614058703907
38838,Blinkit-38838,Blinkit,Bengaluru,Karnataka,13.104645010420407,77.57005521982
37430,Blinkit-37430,Blinkit,Bengaluru,Karnataka,13.102484572044556,77.63350089667018
40823,Blinkit-40823,Blinkit,Chennai,Tamil Nadu,13.099782747035574,80.19193862625553
45324,Blinkit-45324,Blinkit,Chennai,Tamil Nadu,13.096930609054976,80.23180744047481
30697,Blinkit-30697,Blinkit,George Town,Tamil Nadu,13.103753282429034,80.24945639473012
37126,Blinkit-37126,Blinkit,Chennai,Tamil Nadu,13.118998931369026,80.15155928652187
42122,Blinkit-42122,Blinkit,Chennai,Tamil Nadu,13.11720475961193,80.22871109251555
34134,Blinkit-34134,Blinkit,Bengaluru,Karnataka,13.122452937836869,77.62373153889422
41447,Blinkit-41447,Blinkit,Bengaluru,Karnataka,13.122331665828243,77.6021555622397
38682,Blinkit-38682,Blinkit,Bengaluru,Karnataka,13.116634127200864,77.57294667187773
35548,Blinkit-35548,Blinkit,Chennai,Tamil Nadu,13.125470056054615,80.19505137437345
44660,Blinkit-44660,Blinkit,George Town,Tamil Nadu,13.118450961552282,80.26120230068736
36430,Blinkit-36430,Blinkit,Chinnasekkadu,Tamil Nadu,13.138574734099892,80.22861889864744
38368,Blinkit-38368,Blinkit,George Town,Tamil Nadu,13.120921317283509,80.28447100138483
35704,Blinkit-35704,Blinkit,Bengaluru,Karnataka,13.143384896514553,77.5660555968032
40680,Blinkit-40680,Blinkit,Bengaluru,Karnataka,13.141586028386635,77.6292377791616
44866,Blinkit-44866,Blinkit,Bengaluru,Karnataka,13.140809609054978,77.68370196832687
44303,Blinkit-44303,Blinkit,Chinnasekkadu,Tamil Nadu,13.143375913402805,80.25528952516547
44616,Blinkit-44616,Blinkit,Chennai,Tamil Nadu,13.047085196909809,80.2666230807697
40405,Blinkit-40405,Blinkit,Naravarikuppam,Tamil Nadu,13.182982421128276,80.19358017228582
38148,Blinkit-38148,Blinkit,Dod Ballapur,Karnataka,13.229006859504132,77.54957400455287
45881,Blinkit-45881,Blinkit,Devanhalli,Karnataka,13.228319651455264,77.692238
45708,Blinkit-45708,Blinkit,Chikmagalur,Karnataka,13.324324,75.77234613462265
38104,Blinkit-38104,Blinkit,Udipi,Karnataka,13.334577130434782,74.7497178995237
38922,Blinkit-38922,Blinkit,Tumkur,Karnataka,13.337004367229609,77.11883564845294
37328,Blinkit-37328,Blinkit,Manipala,Karnataka,13.356030331656486,74.78406321646521
42618,Blinkit-42618,Blinkit,Tirupati,Andhra Pradesh,13.6145373215954,79.405410667198
38262,Blinkit-38262,Blinkit,Tirupati,Andhra Pradesh,13.631757349982037,79.42599557203367
45777,Blinkit-45777,Blinkit,Akkarampalle,Andhra Pradesh,13.652390466043837,79.45663385626355
38516,Blinkit-38516,Blinkit,Shimoga,Karnataka,13.936088126482217,75.57122472334319
45762,Blinkit-45762,Blinkit,Chitradurga,Karnataka,14.230983144089112,76.40316685577255
45686,Blinkit-45686,Blinkit,Nellore,Andhra Pradesh,14.418919,79.95734137734266
38476,Blinkit-38476,Blinkit,Nellore,Andhra Pradesh,14.44035071254042,79.98522945483114
37868,Blinkit-37868,Blinkit,Harihar,Karnataka,14.454266761408553,75.9148365862591
45638,Blinkit-45638,Blinkit,Anantapur,Andhra Pradesh,14.677903811713977,77.58448449728424
38598,Blinkit-38598,Blinkit,Bellary,Karnataka,15.153367533596835,76.9297351737432
41991,Blinkit-41991,Blinkit,Benaulim,Goa,15.27027,73.93223897999552
46321,Blinkit-46321,Blinkit,Hospet,Karnataka,15.27216543657923,76.39319532830908
35000,Blinkit-35000,Blinkit,Davorlim,Goa,15.27738462450593,73.975665
38324,Blinkit-38324,Blinkit,Hubli,Karnataka,15.358895722242185,75.11679827522099
45746,Blinkit-45746,Blinkit,Hubli,Karnataka,15.368554813151276,75.15034076892773
34344,Blinkit-34344,Blinkit,Chicalim,Goa,15.390162750988145,73.86264019084777
36024,Blinkit-36024,Blinkit,Vasco Da Gama,Goa,15.397762463528569,73.81900945918795
41989,Blinkit-41989,Blinkit,Ponda,Goa,15.401908169601148,74.00626390327723
38082,Blinkit-38082,Blinkit,Hubli,Karnataka,15.450239927416456,74.995901
44043,Blinkit-44043,Blinkit,Bambolim,Goa,15.473718598275244,73.84994009901976
38256,Blinkit-38256,Blinkit,Taleigao,Goa,15.458021702120016,73.81573072294267
34106,Blinkit-34106,Blinkit,Panaji,Goa,15.490002888250087,73.82136778167705
37876,Blinkit-37876,Blinkit,Goa Velha,Goa,15.489089420768954,73.90512309229699
44373,Blinkit-44373,Blinkit,Ongole,Andhra Pradesh,15.508941596119296,80.04353927119814
42752,Blinkit-42752,Blinkit,Candolim,Goa,15.510518132231406,73.78495774737792
33970,Blinkit-33970,Blinkit,Serula,Goa,15.543042796622348,73.82132433411171
34594,Blinkit-34594,Blinkit,Calangute,Goa,15.534833324110672,73.76488191704547
45164,Blinkit-45164,Blinkit,Saligao,Goa,15.56397026374416,73.78334419018263
43449,Blinkit-43449,Blinkit,Mapuca,Goa,15.593368805246138,73.80219959674045
42028,Blinkit-42028,Blinkit,Vagator,Goa,15.596548826805606,73.74606901492314
36389,Blinkit-36389,Blinkit,Mapuca,Goa,15.60015105461732,73.81766533671394
35694,Blinkit-35694,Blinkit,Solim,Goa,15.631305794466403,73.76067728716872
39208,Blinkit-39208,Blinkit,Alampur,Telangana,15.828379874955086,78.03658491361283
38188,Blinkit-38188,Blinkit,Belgaum,Karnataka,15.834583867768592,74.5032152316345
38206,Blinkit-38206,Blinkit,Belgaum,Karnataka,15.885540939992817,74.51087484953017
45130,Blinkit-45130,Blinkit,Raichur,Karnataka,16.207826474667623,77.35509351399499
46015,Blinkit-46015,Blinkit,Mangalagiri,Andhra Pradesh,16.242344688825007,80.64219129307796
41705,Blinkit-41705,Blinkit,Guntur,Andhra Pradesh,16.296991574200504,80.45213853404627
38468,Blinkit-38468,Blinkit,Guntur,Andhra Pradesh,16.310811,80.41620770868364
36594,Blinkit-36594,Blinkit,Guntur,Andhra Pradesh,16.332224646784045,80.440709926765
35926,Blinkit-35926,Blinkit,Tadepalle,Andhra Pradesh,16.472973,80.61677337538808
35686,Blinkit-35686,Blinkit,Yanamalakuduru,Andhra Pradesh,16.489076536112112,80.68782471429387
41607,Blinkit-41607,Blinkit,Yanamalakuduru,Andhra Pradesh,16.492091461731942,80.67056436577826
35930,Blinkit-35930,Blinkit,Yanamalakuduru,Andhra Pradesh,16.50365163492634,80.650921
